BABYBJORN Toilet Trainer - White/Red,"We're struggling with potty training our 3yo boy and these potty seats have been great! They are all one piece so there aren't any cracks and crevices that you have to clean, and they are contoured perfect for his little bottom.  There is a handle on the back so it's very easy for adults and kids to lift it off of the toilet, and then you just drop it back into place when your little one needs to go potty.  My sister recommended them to me (she's already trained two kiddos) and we've been truly impressed - as impressed as one can be with a potty trainint seat that is! (wink)",5,1
BABYBJORN Toilet Trainer - White/Red,"Love this seat.  With the cheaper seats w/ Disney designs, etc, the pee was always getting everywhere but the potty.  This is perfect for my son.  The bump between the thighs keeps his legs apart so pee gets IN the potty instead of on it and it is deep enough so that even if the pee does not go straight down and still gets in the potty and does not leak under the seat.  Fits well on our toilet seat.",5,1
BABYBJORN Toilet Trainer - White/Red,Early on this is probably the harder way to train (compared to a separate potty) and when little boys pee sitting down you do get a little ring of pee on the toilet seat.  However now that we are potty trained (at 2 years and 3 months) it is perfect. We don't have to teach about going on a different seat or anything. And it stays on the seat easily with little adjustment and pull right off without any trouble if someone else needs to use the potty. I will be using this for my second child as well.,4,1
BABYBJORN Toilet Trainer - White/Red,"Perfect fit, easy to use, my 3 yr old can place the seat on the toilet himself and can sit on it with the help of a small step stool.  We rinse it off and hang it on the back of his bathroom doorknob.  The seat doesn't wiggle at all, which I could see being a huge issue with some of the other over the toilet seats.  Worth the extra money.",5,1
BABYBJORN Toilet Trainer - White/Red,"The Baby Bjorn potty seat is super easy to use - just stick it right on the seat and turn the dial to tighten or loosen.  It works perfectly with our elongated toilet.  Our 2-year old son uses it with ease and is perfectly content to sit there for a long time - sometimes longer than I want him to - he's happy just hanging out on there reading his books.  That said, I do notice that his bum is red when he gets off, which makes me wish the seat were cushy.  However, he does not seem uncomfortable sitting on the seat at all and will sit there for 20 minutes sometimes.  So, I guess he is comfortable and whatever is causing the redness doesn't bother him.",4,1
BABYBJORN Toilet Trainer - White/Red,"Perfect, easy to use. I like the tightening turn under so it fits any potty in the house. I've tried other seats. This one is the best for us.",5,1
BABYBJORN Little Potty - Red,"I started potty training my daughter on this potty at about 6 months.  She really took to by 9 months -- able to crawl to it on her own -- and mastered it by 19 months.  I even used it at her bedside to night-potty-train her -- just picked her up, put her on the potty, and put her back to bed.  Easy Breezy.She's is 3 1/2 years old now and we still keep this potty in our car for road trips, in case of emergencies, or when there's not potty available at the local playground.This potty is so small, it fit perfectly under our stroller and in a little bag so we didn't need to rush around looking for a toilet when on walks -- we'd just pulled out her potty so she could go.I love it.  No nooks or crannies to clean. No need to pack and unpack it. No need for diapers to line it (but you can do that if you want to as well.)TIP - Keep a spray-bottle of vinegar handy to disinfect it on the spot. :)",5,1
Double Headrest for Newborns &amp; Infants,"This headrest is perfect.  Since day one my daughter has been comfy using this.  When she was teeny tiny the insert kept her head from flopping forward.  Now that she is bigger we use it without the insert and she's still happy.  At 4 months she has wonderful head control, but I wouldn't put her in her carseat without this.  I tried the head rest that came with her Graco car seat and it was terrible.  It sort of lets her head roll all over when we carry her from the house to the car.  For a small baby I wouldn't even think about using the flimsy headrest they give you with the seat.",5,1
BABYBJORN Potty Chair - Red,"We had to buy 3 potties before going for this one. We tried: Graco with soft seat, but its splashguard comed right off; the 1st years 3-in-1 potty had a hole that was located too close to the back thus making it very uncomfortable for a boy, because everything got mashed; and a musical potty by safety 1st, which leaked. This potty finally works! But I am so surprised to find that there is no perfect potty on the market! Looks like consumer reports haven't done much job; one way or the other, big brands have left out our little kid's bottoms with POOR CHOICES, of which the best(truly) here to present - baby bjorn potty chair...hope kids of my kids will do better.",5,1
BABYBJORN Potty Chair - Red,"I've been deciding betwieen this one and the smaller version, and I'm so happy I went with the one that has taller back support. I started using it with my 5.5 month doughter and she loves it, she seems very comfortable on it. We've been using it every day, for over a month now. She goes between 5 to 11 times a day. I still get to change 2-3 wet diapers a day, but for the past 16 days she went #2 only in her potty and not even once in the diaper.It's very easy to clean. Perfect size. Love it.",5,1
BABYBJORN Potty Chair - Red,"Very good material, nice and sturdy.  Smooth and rounded at all edges.  The design is simple enough to clean all the nooks and crannies and yet perfect for use.  Definitely deserves an award for design!  This potty is higher than a lot of the competitor's brands but it works for us because it's exactly what we needed for our daughter!",5,1
BABYBJORN Potty Chair - Red,Our little grandson uses this and it's the perfect size.  Love how it's designed so no potty gets on the floor.,5,1
BABYBJORN Potty Chair - Red,"Don't think or look any more, just buy this one.  So easy to use, my son took to it right way.  That's after he had a not so pleasant experience with 2 others we tried first. This potty is lightweight my son can carry it from one room to another; super easy to clean no crevices to trap urine; and nicely designed.  No need for all the bells and whistles, they were distracting to my son too. He's been using it for about 6 months, now I just have to figure out how to transition him to the big potty.  BABYBjorn also makes a potty for that, which I will be buying too. Perfect!",5,1
Graco Pack 'n Play Sheet Tea,"I couldn't fathom why the pack'n'play layette bed needed a sheet. The spittle and drool just wipes off, right? Not as easily as you might hope, and these sheets are just the thing to make it easier. They fit perfectly, match fine, and keep muck off the mat. Way to go, Graco - you've done it again!",4,1
Kel-Gar Snug Tub - Elephant,"This tub is great. It fits nicely in our standard tub. We had another brand tub and it was too snug, but this one fits perfect. My son refuses to take a bath unless he's in this tub.",5,1
"Neat Solutions Sesame Street Table Topper Disposable Stick-in-Place Placemats, 20-Count",These are perfect for keeping in the diaper bag and putting on tables when you go out to eat.,5,1
Medela Breastmilk Storage and Feeding Set,"I am exclusively breastfeeding my baby and am pumping extra so her dad can give her a bottle a day.  The bottle size is perfect for newborns and infants under 1 year who are eating primarily at the breast and are just being given a few ounces of supplement size breastmilk or formula.  My daughter prefers the breast, but she latched onto the Medela nipples without a problem, and did not experience any nipple confusion when going for her next feeding at the breast.  The Medela nipples are very closely shaped like the real thing.  Also, I love how the caps can be used for cup feedings, too.If you have a Pump In Style regular or advanced pump, you'll really like how you can pump directly into these bottles.  Plus, it's good to have a few extra bottles that come with this kit, so you don't have to constantly wash the few that came with the pump and always have clean ones on hand.",5,1
Medela Breastmilk Storage and Feeding Set,The bottles are the perfect size for one feeding. My newborn loves the nipples on those bottles and he cries when I tried to give him a different bottle. Works great with the medela pumps and is perfect for storage. It is one of the few bottles out there that is BPA free.,5,1
DEX Products Pregnancy Pillow PP-01,"I read all the bad reviews and bought it anyway. Why? I was looking for a nice compact wedge to put on my lap when I read heavy or oversized books in bed. This is perfect! Just the right size and slant, and just what I wanted! For those not happy with it for its intended purpose, there still is good use for it if you like to read in bed.",5,1
DEX Products Pregnancy Pillow PP-01,"A decent pillow, wife is expecting and is in her 6th month, and this was perfect gift to her for a good night sleep.",4,1
Evenflo Position and Lock Tall Wood Mount Gate,"I had a difficult time finding a gate that would be tall enough, wide enough and affordable for my home. I found this one a a local BabiesRUs and decided to give it a shot. When I got home, I took it out of the box and put it right up. Perfect! I am going back to buy 2 more.",5,1
Prince Lionheart Crib Rail Protector,this is just the perfect product i was looking for and works perfect on protecting the wood on the crib rail....,5,1
Mommy's Helper Power Strip Safety Cover,"I purchased this for an exposed power strip in my husbands office. Our daughter always heads straight under his desk to all the cords and outlet. This cover does the job perfectly! It is large enough to fit the bigger plugs including cellphone chargers under the lid. It is not extremely difficult to open to an older child may be able to figure it out, but it is perfect for us at the moment.",5,1
Philips Avent Express Microwave Sterilizer,"We have a dishwasher and had a full term very healthy child, and still used this product. Lids and nipples tend to turn up in the dishwasher and retain water, and sediment..so what is point if I have to just rewash them?This sterilizer holds 6 bottles, nipples, tops, and pacifiers all at the same time. You can put breast pump parts in it, and anything else that you need to sterilize. I washed everything, filled this with the items and water, and popped it in at 6 minutes in our microwave to have perfectly clean and sterilized bottles, pacifiers, or breast pump parts. I used this everyday until my son was 6 months old, when we stopped sterilizing bottles. Its easy, safe, convenient, and fast.",5,1
Prince Lionheart Diaper Depot Clear,"This is a great item. Was perfect for storing diapers, wipes, brushes, balm, etc. right on the side of either a bassinet or pack-n-play. Keeps everything organized. Glad I found this!",5,1
"PRIMO EuroBath, Pearl White","Our 6 month old twin boys LOVE this tub!! Finally a bath tub that fits all size babies &amp; can grow with them (unlike other brands). This is a smart design. This tub is dynamic with it's soft contoured mold design that fits perfectly under babies arms &amp; legs. It supports baby in all the right places. It's easy to fill, we simply set it on our kitchen counter and extend the sprayer hose from the faucet to fill it up. There is plenty of room for babies toys and lots of room to splash..... which for the twins creates alot of smiles &amp; squeals of delight. In fact our babies splash so much that we have to put full size bath towels on the floor just to absorb the water!!!! I've read that other parent think this is too big...we also did at first until we used  &amp; realized that it really isn't all that bad &amp; it is definitely worth it.....STILL UNDECIDED?? Here's a helpful hint ....  The tub stores PERFECTLY on the bottom shelf of the changing table. Voila Storage problem solved:)",5,1
"PRIMO EuroBath, Pearl White","This is an excellent tub for new parents. It can be used for infants and does not need to be discarded after a few months since it can hold children up to 24 months. Although it seemed large when it came in the box, it is perfect even for use in a small apartment - it is sturdy andcan be put on a counter as needed then hung on a door or in a closet forstorage.",5,1
"PRIMO EuroBath, Pearl White","As the previous review stated, this is the perfect tub for a tall baby. Our 24 in tall 2 month old outgrew her 4Moms CleanWater tub and we wanted to find a tub she can continue to use as she grows. She loves this tub as she can kick her feet around with plenty of room. It seems to be made well and is super sturdy, we have been using it for a month and I can see using it until she grows out of it. Yes, it is big but we keep it in the bathtub of our spare bathroom all the time so it is not an issue. If you only have one bathroom and are low on storage space, you would probably want to look elsewhere but if you have the space, this is a must!",5,1
"PRIMO EuroBath, Pearl White","This bathtub was recommended by one of my best friends, a supermom, and I am so glad I bought this on her advice!We've been using this tub since the little girl was a little under a month, and at first I needed to be more supportive of her as she'd squirm and start to slip one way or another.  But already at just 3 months she lays and splashes and plays in the little molding and we can float a duck around at her and clean her so easily as it supports her.  I love that we'll be able to keep using this bath as she grows into this little baby spa.The material is durable, the molding perfect for a little baby and the features are practical.  There is a max fill line and a little drain, though I really just flip it over after we bath her in our tub.  The biggest issue is storage - it would never have fit in our old apartment.  We leave it in the tub, flipped up to dry.",4,1
Terry Contoured Changing Pad Cover - White,"I just finished washing two of these covers for the first time, and put one on my changing pad. I was happy to discover that despite the negative reviews I read it fits perfectly. Due to the odd shape of the contoured pad, it did take a few moments to get into the right place.As for the softness, it feels like terry cloth and seems perfectly soft enough. And despite other reviews, it is rather thick...I wouldn't have minded if it was a bit thinner actually.I also haven't had any issue with the straps and the lack of holes, since they are attached at the bottom of the pad and fit over the cover.",5,1
Crisp &amp; Clear Plus Rechargeable 900MHz Monitor,"After my 4-and-a-half year old, used every day, Fisher Price monitor started only transmitting static, no nursery sounds, I replaced it with a F.P. Sound and Lights monitor. While I could actually hear my baby, I had a lot of static, too.  I was beginning to think something was wrong in my house to cause the static. I returned the F.P. and purchased the First Years Crisp and Clear monitor! Wow!  I get perfect reception all the time and it's so sensitive I can even hear my baby breathing.",5,1
The First Years Hands Free Gate,"I don't use it for baby's, but it keeps my dog in my office perfectly.",5,1
The First Years Hands Free Gate,"With two rambunctious dogs and a baby on the way I wanted a gate I could have my hands full and still open. This is perfect. My husband was skeptical about the foot pedal opening at first. But my 3 yr old niece came over, tried to get in the nursery and it wouldn't budge!! Love it!",5,1
The First Years Hands Free Gate,"Perfect for the where we needed it. As a high traffic area for carrying our son, we wanted something with a hands-free opening mechanism and the foot pedal/knee knock works great. It is also extendable but you need to buy the extension separately. More expensive than most pressure mounted gates but I guess that is for the hands-free operation.",5,1
Gerber Knit Crib Sheet ~ Snug Fitting Soft Jersey Knit,"I have two of these crib sheets, in addition to a more decorative sheet that came with my crib bedding set.  These sheets fit my mattress perfectly and are ultra-soft...perfect for baby's bare skin.  To describe them better, imagine what your old, favorite t-shirt feels like...  Also, they're easy to clean.  If the sheets get stained (and they inevitably do), I just spray them with some Oxy Baby Stain Remover and throw them in the wash...and they're perfect all over again.I highly recommend these sheets for anyone who needs a couple to spare.  Besides, you can't really beat the price either!",5,1
Bugs On Board,"When I bought these bugs for my 2 months old boy I anticipated him to get attracted; but his reaction exceeded all my expectations. When he saw these toys hanging on his bouncer he said his first ""Wow!"" :-) Or, whatever he said, definitely meant a big Wow. I had never seen him that excited before. My little man was even more attracted when he discovered that the bugs have crunchy wings, they rattle and the dragonfly buzzes. Toys came in different colors then shown on the picture; but they look even nicer.  The size is perfect also: enough to attract an infant's attention, but not too big so he can hold them easily. He can spend 30 minutes or even more kicking these toys, touching wings and even talking to them! The bugs became his best friends - and mine too because, while he is busy with them in his bouncer or crib, I can spare time for some homework.",5,1
BABYBJORN Safe Step - Blue,I bought this for my 3 year old to use in front of our elongated toilet.  It gets her to the perfect height and is very sturdy.  I am using it on a tile floor with large tiles (12x12) and haven't had any issues with it moving around.,5,1
BABYBJORN Safe Step - Blue,"Can't do a thorough comparison to other stools, but glad I got this one!Pros:Right height for my daughter to get up to the toilet and sink.Good non-slip footing on top and bottom.Arch is perfect for an adult foot to slide it in and out of place.Cons:A bit pricey for what it is.",4,1
"Playtex 3 Pack VentAire Standard Bottles, 9 Ounce (Colors may vary)","I have in my cupboard: Tommee Tippee, Playtex Ventaire, Phillips Avent, and the new Similac brand bottles. I also tried Dr. Browns with my firstborn, but Hated them.  I will preface that my babies were exclusively bottle fed, so there is no breast to bottle compatibility issues here.  Also, none of the bottles had leaking issues- the following comparisons are on a 'all else being equal' basis.Tommee Tippee:  Only 3 pieces.  The thing I didn't like, is they are short and squat shaped, so I can't balance the bottle with my chin during a feeding if I need to free up a hand briefly.Playtex Ventaire:  5 pieces.  My only complaint is that the neck is very narrow, so every time I make a bottle, I spill powered formula all over the counter.  I believe they make a wide mouth version though.Phillips Avent:  4 pieces.  There are so many measurement ticks, that it is too hard to read.  There are tick marks for mL, UK oz, and US oz.  And between each whole ounce mark is a sideways teardrop shape marking, but the rounded fat side of this is about 3 millimeters in size, so where the heck am I supposed to fill to- the top or bottom of this round shape?Dr. Browns: 7 pieces.  Two of these pieces need to be cleaned with a pipe cleaner so they are absolutely not dishwasher friendly.  Biggest complaint- the measurements are not in marked in paint, they are clear raised up bumps.  Imagine stumbling to the kitchen at 3am with your eyes half shut and trying to measure a bottle by tiny texture bumps only!Similac:  3-4 pieces.  The stir stick part is optional.  In my opinion, the perfect bottle.  Ergonomic shape, clearly labeled measurement ticks, wide neck... works perfect for me.As I mentioned, I did not have any trouble with leaking.  I also didn't have trouble with my baby not latching properly or not liking any of these.  This review is pretty much strictly from a comparison of the design standpoint.",4,1
"Playtex 3 Pack VentAire Standard Bottles, 9 Ounce (Colors may vary)","I sarted using these bottles when my daughter was 6 wks. old. I tried other bottles, mostly cheaper ones, and my daughter would be so fussy after eating, have formula all over her, and spit up everything shortly afterwards. I switched to these bottles when I found out my daughter had acid reflux. I had to add cereal to her formula so the Stage 2 nipples worked perfectly for the situation. She is now 12 months and I still use these bottles. I have switched the nipples, yet again, to the Wal-Mart brand and they still work, no collapsing or leaking. These really are great bottles and will definately use these for my second child.",5,1
"Playtex 3 Pack BPA Free VentAire Wide Bottles, 9 Ounce (Colors may vary)","I tried these bottles hoping my baby would like them but unfortunately, she still refused to accept them over the breast. She did use them a few times though and didn't have a problem with excess gas or anything.I think the nipples were a little hard but most silicone ones are. We traded to some Playtex latex nipples, which fit perfectly and were softer, more like the breast. She actually drank 4 oz out of it with that nipple.I like that they were different colors and easy to clean because the bottoms come off. I would recommend these to others.",4,1
Night &amp; Day Bottle Warmer,"I LOVE this bottle warmer.  I can do everything right at my bedside, so I don't have to run up and down the stairs.  It holds two bottles and keeps them cold throughout the night, and I keep a bottle of water beside it to fill the little water vials.  You put the water in these pre-measured vials, and when it's time for your little one to eat, you pour a vial into the warmer, drop the bottle in and turn it on.  In about a minute, you have a toasty bottle for baby!  I used Gerber, Avent and Medela bottles, and all worked perfectly.  I recommended it to my two sisters-in-law, and they loved it for bottles and baby food jars, too!",5,1
Night &amp; Day Bottle Warmer,"I have owned this bottle and have used it for my daughter for the past 6 months without a single problem. I have researched every single bottle warmer out there and I can tell you, with confidence, that this is the best you will find. The removable cooler is very convenient with the fact that you do not have to go rooting around your fridge in the middle of the night looking for the bottle, plus it holds two bottles. I use Avent and it works perfectly. It also makes it very convenient to place right in your baby's room! My sole complaint is that the nightlight is not bright enough alone. But the steps to use this are quite simple. First, fill the resevoir with the premeasured water amount, then add the bottle and just press the button to start the warming process! It's just that easy! I have left this device with my family and they have mastered this product within a few uses!I hae noticed many gripes about this product and my response is, READ THE MANUAL!!! As long as you read and follow the instructions in the booklet, you will perfectly okay! The steps are not tricky at all, but there are a few little tips that they give you in order to keep your unit running properly.",5,1
"Baby Buddy Size-It Closet Organizers, Blue, 5 Pack",Just bought this the other day and got them in and already have them hung in my little girls closet! I am a organizer and these are perfect for organizing your childs closet!,5,1
The First Years 16 Piece Take &amp; Toss Infant Spoons,"I bought these spoons for our first family vacation with a 9 month old. We were gone 5 days which included a 12 hour drive there and back. These spoons were great!! The size was perfect, they were sturdy and not flimsy or cheap like an adult disposable spoon. And the price was great to be able to feed him either in the car or at a restaurant and just throw away the spoon and not worry about washing/rinsing them and re-packing them. I will definitely purchase these for any future vacations and will even keep spares in my diaper bag in case I forget to pack his normal spoons.",5,1
The First Years 16 Piece Take &amp; Toss Infant Spoons,"You can't beat the price.  I purchased these to take with me on day/ weekend trips.  They were cheap enough so that I wouldn't be upset if I ever lost one.They are much sturdier than I expected for something considered &#34;toss-able.&#34;  I have washed these in my dishwasher twice already and they are holding up great.  There are no unsightly scratches or discoloring.My pack arrived with blue, green, purple, yellow, orange and PINK spoons.  I have a daughter, so, it was a pleasant surprise.The size is perfect for my 9 month old daughter's little mouth.  I have a 3 year old and although it is on the small size for him, it is still large enough for him to get enough food on the spoon and into his mouth.  I would not recommend these spoons for children over the age of 2.The product arrived at my door in 5 days.",5,1
"The First Years Babypro Quick Serve Bottle Warmer, Colors May Vary","After reading everyone else's reviews, I was nervous to try this product.  Once I received it (I got 2, one for upstairs and one for downstairs), I read the very short and easy directions, and voila!  Perfect warmth on first use.  Whoever who states its too hot or too cold and complains about it clearly has not read the directions and did not try again because it tells you what to do if its not the temp you want.  To use this simple tool, you need to know if you have an old school bottle or the newer wide mouth bottle and how many ounces your bottle can hold (not how many ounces you're using) and whether you're starting from refrigerated or room temp.  These factors will tell you how much water to pour in the heater using a measuring vial that it comes with.  Press the button down (not in, I thought my warmers were broken) and you'll hear a click or see the light go off when it's done (in about a minute or so...amount of time for a diaper change).  If you leave it in there after its done it will keep heating and get too hot, just like when you're cooking on the stove and turn off the burner and your food keeps cooking.  Keep a rag/towel handy to wipe off the moisture around the bottle when its done.The reason why I give it only 4 stars is because the measuring vial is a pain in the a$$ to fill each time and you have to be exact with the amount of filling water to make your bottle the right temp, but the filling lines are so close together.  I'm planning on using a syringe so that I can have a fail safe, thoughtless, easy way to get the right amount of water in the heater.  Otherwise I'd give it 5 stars.",4,1
